"","y","black","female","v.prev.full","age","edu","state","region.full"
"1649",0,0,1,0.510999977588654,2,2,33,1
"1650",1,0,1,0.549333333969116,3,2,36,2
"1651",1,0,0,0.529333353042603,1,3,26,2
"1652",1,0,0,0.561333358287811,3,4,44,3
"1653",1,0,0,0.549333333969116,2,3,36,2
"1654",1,0,0,0.569666624069214,2,4,10,3
"1655",1,0,0,0.569666624069214,2,3,10,3
"1656",1,0,1,0.569666624069214,2,3,10,3
"1657",1,0,1,0.533666670322418,3,2,14,2
"1658",1,0,1,0.521000027656555,2,2,50,2
"1659",1,0,0,0.524333357810974,2,2,18,3
"1660",1,0,1,0.524999976158142,2,2,34,3
"1661",1,0,0,0.533666670322418,3,2,14,2
"1662",1,0,1,0.521000027656555,1,3,50,2
"1663",1,0,1,0.510999977588654,2,4,33,1
"1664",1,0,1,0.521333336830139,1,3,39,1
"1665",1,0,0,0.566999971866608,3,3,47,3
"1666",0,1,0,0.540333330631256,2,2,25,3
"1667",0,0,0,0.569666624069214,4,3,10,3
"1668",0,1,1,0.451333343982697,2,4,11,3
"1669",1,0,1,0.537999987602234,2,4,19,3
"1670",1,0,1,0.561333358287811,1,3,44,3
"1671",0,0,0,0.493999987840652,4,4,21,1
"1672",0,0,1,0.521000027656555,2,2,50,2
"1673",1,0,0,0.561333358287811,4,3,44,3
"1674",1,1,0,0.506333351135254,3,1,43,3
"1675",1,0,1,0.554666697978973,1,2,23,2
"1676",1,0,0,0.554666697978973,1,2,23,2
"1677",0,1,1,0.561333358287811,3,2,44,3
"1678",0,0,1,0.569666624069214,1,2,10,3
"1679",0,0,1,0.561333358287811,1,3,44,3
"1680",1,0,1,0.586333334445953,4,1,15,2
"1681",1,0,1,0.569666624069214,4,1,10,3
"1682",1,0,1,0.529333353042603,3,2,26,2
"1683",0,0,0,0.586333334445953,4,3,15,2
"1684",1,0,1,0.569666624069214,4,3,10,3
"1685",1,0,0,0.561333358287811,1,2,44,3
"1686",1,0,1,0.561333358287811,3,3,44,3
"1687",0,0,1,0.451333343982697,3,2,11,3
"1688",0,1,0,0.554666697978973,1,2,23,2
"1689",0,1,0,0.524999976158142,1,2,34,3
"1690",0,1,1,0.506333351135254,2,3,43,3
"1691",1,0,0,0.561333358287811,3,2,44,3
"1692",1,0,0,0.506333351135254,2,4,43,3
"1693",1,0,0,0.554666697978973,2,3,23,2
"1694",1,0,0,0.524333357810974,2,2,18,3
"1695",1,0,0,0.510999977588654,3,2,33,1
"1696",1,0,1,0.554666697978973,3,2,23,2
"1697",1,0,0,0.549333333969116,4,2,36,2
"1698",1,0,1,0.540333330631256,2,3,25,3
"1699",1,0,1,0.483666658401489,4,2,49,1
"1700",0,1,0,0.537999987602234,2,4,19,3
"1701",0,0,0,0.632333338260651,3,4,35,2
"1702",0,0,1,0.488333344459534,4,3,4,3
"1703",1,0,0,0.549333333969116,3,2,36,2
"1704",1,0,1,0.549333333969116,4,3,36,2
"1705",1,0,1,0.537999987602234,3,2,19,3
"1706",1,0,1,0.521333336830139,1,4,39,1
"1707",0,1,1,0.561333358287811,3,2,44,3
"1708",0,0,1,0.506333351135254,2,2,43,3
"1709",0,0,0,0.554666697978973,2,2,23,2
"1710",0,1,0,0.537999987602234,2,2,19,3
"1711",0,0,1,0.554666697978973,1,2,23,2
"1712",1,0,1,0.540333330631256,2,3,25,3
"1713",1,0,0,0.506333351135254,3,4,43,3
"1714",1,0,1,0.566999971866608,2,3,47,3
"1715",0,0,1,0.471333354711533,2,3,24,2
"1716",0,0,0,0.554666697978973,2,4,23,2
"1717",0,1,0,0.561333358287811,2,3,44,3
"1718",0,1,0,0.493999987840652,1,2,21,1
"1719",1,0,0,0.537999987602234,1,3,19,3
"1720",1,0,0,0.596000015735626,2,2,27,4
"1721",1,0,0,0.561333358287811,3,2,44,3
"1722",0,0,1,0.566999971866608,2,2,47,3
"1723",1,0,0,0.562000036239624,4,3,5,4
"1724",1,0,0,0.569666624069214,1,2,10,3
"1725",1,0,0,0.561333358287811,1,3,44,3
"1726",0,0,1,0.522666692733765,4,4,16,2
"1727",1,0,0,0.554666697978973,2,3,23,2
"1728",1,0,0,0.562000036239624,2,4,5,4
"1729",1,0,0,0.552333295345306,1,3,48,4
"1730",1,0,1,0.569666624069214,4,3,10,3
"1731",1,0,0,0.564000010490417,1,2,7,1
"1732",1,0,1,0.562000036239624,1,2,5,4
"1733",1,0,1,0.569666624069214,4,2,10,3
"1734",0,0,0,0.562000036239624,4,2,5,4
"1735",0,0,1,0.561333358287811,2,2,44,3
"1736",0,0,1,0.471333354711533,2,2,24,2
"1737",1,0,1,0.614666640758514,1,2,17,2
"1738",0,0,0,0.533666670322418,2,3,14,2
"1739",0,1,1,0.552333295345306,2,3,48,4
"1740",1,0,0,0.61300003528595,3,3,6,4
"1741",1,0,0,0.726999998092651,1,3,45,4
"1742",1,0,0,0.569666624069214,3,2,10,3
"1743",1,0,0,0.524333357810974,3,1,18,3
"1744",1,0,1,0.549333333969116,4,3,36,2
"1745",0,0,1,0.562000036239624,3,2,5,4
"1746",0,0,1,0.552333295345306,4,2,48,4
"1747",1,0,1,0.554666697978973,3,4,23,2
"1748",0,0,1,0.614666640758514,4,1,17,2
"1749",0,0,1,0.61300003528595,3,2,6,4
"1750",0,0,0,0.562000036239624,3,3,5,4
"1751",0,0,1,0.471333354711533,3,3,24,2
"1752",0,0,0,0.646333336830139,2,2,3,4
"1753",0,0,1,0.522666692733765,2,2,16,2
"1754",0,0,1,0.528333365917206,4,2,8,1
"1755",0,0,1,0.562000036239624,3,4,5,4
"1756",0,0,1,0.569666624069214,4,1,10,3
"1757",0,1,0,0.493999987840652,3,2,21,1
"1758",0,0,1,0.571333348751068,2,2,32,4
"1759",1,0,1,0.562000036239624,1,1,5,4
"1760",0,0,1,0.561333358287811,1,4,44,3
"1761",1,0,1,0.562000036239624,2,4,5,4
"1762",1,0,1,0.569666624069214,2,4,10,3
"1763",1,0,1,0.571333348751068,2,3,32,4
"1764",1,0,1,0.562000036239624,1,2,5,4
"1765",1,0,1,0.483666658401489,4,4,49,1
"1766",0,0,0,0.586333334445953,2,2,15,2
"1767",0,0,1,0.521000027656555,3,2,50,2
"1768",1,0,1,0.562000036239624,2,3,5,4
"1769",1,0,1,0.451333343982697,2,4,11,3
"1770",1,0,1,0.517333328723907,4,1,1,3
"1771",0,0,0,0.521000027656555,1,1,50,2
"1772",1,1,0,0.549333333969116,1,4,36,2
"1773",0,0,1,0.552333295345306,3,4,48,4
"1774",0,0,1,0.646333336830139,2,2,3,4
"1775",1,0,1,0.571333348751068,4,4,32,4
"1776",1,1,1,0.510999977588654,1,1,33,1
"1777",1,1,0,0.569666624069214,2,2,10,3
"1778",1,0,1,0.552333295345306,1,1,48,4
"1779",0,0,0,0.539333343505859,2,2,38,4
"1780",1,0,0,0.61300003528595,2,4,6,4
"1781",0,0,1,0.524333357810974,4,4,18,3
"1782",0,0,0,0.521333336830139,2,2,39,1
"1783",0,0,1,0.539333343505859,1,2,38,4
"1784",0,0,0,0.510999977588654,3,1,33,1
"1785",0,0,1,0.571333348751068,1,1,32,4
"1786",0,0,0,0.562000036239624,1,1,5,4
"1787",0,0,1,0.510999977588654,1,2,33,1
"1788",0,0,1,0.488333344459534,1,2,4,3
"1789",1,0,1,0.586333334445953,3,2,15,2
"1790",1,0,1,0.554666697978973,1,4,23,2
"1791",0,0,1,0.562000036239624,1,4,5,4
"1792",0,0,0,0.471333354711533,3,4,24,2
"1793",0,0,0,0.554666697978973,1,4,23,2
"1794",0,0,1,0.521333336830139,3,2,39,1
"1795",0,0,1,0.521000027656555,4,4,50,2
"1796",1,0,1,0.529333353042603,3,2,26,2
"1797",1,0,0,0.554666697978973,3,4,23,2
"1798",1,0,0,0.528333365917206,1,3,8,1
"1799",1,0,0,0.631666660308838,3,3,29,4
"1800",0,0,1,0.561333358287811,1,3,44,3
"1801",0,0,0,0.524333357810974,1,2,18,3
"1802",0,0,0,0.561333358287811,3,4,44,3
"1803",1,0,0,0.522666692733765,3,2,16,2
"1804",0,0,0,0.586333334445953,2,2,15,2
"1805",1,0,0,0.521000027656555,2,3,50,2
"1806",1,1,1,0.510999977588654,3,3,33,1
"1807",1,0,1,0.566999971866608,2,3,47,3
"1808",1,0,0,0.549333333969116,1,4,36,2
"1809",1,0,1,0.510999977588654,1,3,33,1
"1810",1,0,1,0.566999971866608,2,4,47,3
"1811",1,0,1,0.561333358287811,3,2,44,3
"1812",1,0,1,0.61300003528595,1,3,6,4
"1813",1,1,0,0.563333332538605,1,3,31,1
"1814",1,0,1,0.533666670322418,4,1,14,2
"1815",1,0,0,0.562000036239624,4,1,5,4
"1816",1,0,1,0.563333332538605,1,2,31,1
"1817",0,0,0,0.566999971866608,3,4,47,3
"1818",1,0,0,0.561333358287811,2,3,44,3
"1819",1,0,0,0.646333336830139,3,3,3,4
"1820",1,0,1,0.562000036239624,2,3,5,4
"1821",0,0,0,0.451333343982697,1,3,11,3
"1822",0,0,1,0.562000036239624,1,2,5,4
"1823",0,0,1,0.539333343505859,2,2,38,4
"1824",0,0,1,0.529333353042603,1,2,26,2
"1825",1,0,1,0.549333333969116,4,2,36,2
"1826",1,0,1,0.61300003528595,2,3,6,4
"1827",1,0,1,0.562000036239624,2,3,5,4
"1828",1,0,0,0.563333332538605,2,4,31,1
"1829",1,0,0,0.569666624069214,2,3,10,3
"1830",1,0,0,0.563333332538605,1,2,31,1
"1831",1,0,0,0.510999977588654,4,2,33,1
"1832",1,0,0,0.562000036239624,2,3,5,4
"1833",1,0,1,0.554666697978973,4,2,23,2
"1834",0,0,1,0.510999977588654,3,3,33,1
"1835",0,0,1,0.544666647911072,1,2,20,1
"1836",0,0,1,0.586333334445953,2,2,15,2
"1837",1,0,1,0.529333353042603,3,2,26,2
"1838",1,0,0,0.562000036239624,2,3,5,4
"1839",0,0,0,0.552333295345306,2,3,48,4
"1840",0,0,1,0.451333343982697,2,2,11,3
"1841",1,0,1,0.506333351135254,2,4,43,3
"1842",0,0,1,0.510999977588654,3,3,33,1
"1843",1,0,0,0.564000010490417,3,2,7,1
"1844",1,0,1,0.544666647911072,1,2,20,1
"1845",1,0,1,0.521333336830139,2,2,39,1
"1846",0,0,0,0.483666658401489,4,1,49,1
"1847",1,0,1,0.631666660308838,3,3,29,4
"1848",0,0,1,0.521333336830139,3,1,39,1
"1849",1,0,1,0.562000036239624,1,3,5,4
"1850",0,0,1,0.646333336830139,2,3,3,4
"1851",0,0,1,0.522666692733765,1,2,16,2
"1852",1,0,1,0.552333295345306,3,3,48,4
"1853",0,1,1,0.562000036239624,2,2,5,4
"1854",1,0,1,0.477999985218048,4,2,22,1
"1855",1,0,1,0.564000010490417,1,4,7,1
"1856",1,0,1,0.525333285331726,1,3,41,3
"1857",1,0,1,0.569666624069214,2,4,10,3
"1858",1,0,1,0.564000010490417,2,3,7,1
"1859",0,0,1,0.569666624069214,2,3,10,3
"1860",0,0,0,0.549333333969116,2,2,36,2
"1861",0,0,0,0.510999977588654,2,2,33,1
"1862",1,0,0,0.521333336830139,2,4,39,1
"1863",1,0,1,0.563333332538605,2,2,31,1
"1864",1,0,1,0.521000027656555,1,2,50,2
"1865",0,0,1,0.529333353042603,3,4,26,2
"1866",0,1,1,0.554666697978973,3,4,23,2
"1867",1,0,0,0.563333332538605,2,3,31,1
"1868",0,0,1,0.483666658401489,2,3,49,1
"1869",0,0,0,0.529333353042603,2,2,26,2
"1870",1,0,1,0.561333358287811,4,4,44,3
"1871",0,0,0,0.521000027656555,2,3,50,2
"1872",1,0,1,0.544666647911072,3,2,20,1
"1873",1,0,1,0.566999971866608,1,4,47,3
"1874",0,0,1,0.562000036239624,2,3,5,4
"1875",0,0,0,0.569666624069214,2,2,10,3
"1876",1,0,1,0.562000036239624,1,1,5,4
"1877",1,0,1,0.521333336830139,1,3,39,1
"1878",0,0,0,0.554666697978973,2,4,23,2
"1879",1,0,0,0.521000027656555,2,4,50,2
"1880",1,0,1,0.477999985218048,2,3,22,1
"1881",1,0,0,0.533666670322418,2,2,14,2
"1882",1,0,1,0.544666647911072,4,1,20,1
"1883",1,0,1,0.566999971866608,2,2,47,3
"1884",1,0,1,0.561333358287811,4,1,44,3
"1885",1,0,0,0.517333328723907,2,2,1,3
"1886",1,0,0,0.451333343982697,1,2,11,3
"1887",1,0,1,0.562000036239624,1,3,5,4
"1888",1,0,1,0.554666697978973,1,3,23,2
"1889",1,0,0,0.506333351135254,3,2,43,3
"1890",1,0,1,0.521333336830139,3,2,39,1
"1891",1,0,0,0.561333358287811,2,2,44,3
"1892",1,0,0,0.566999971866608,3,1,47,3
"1893",0,0,0,0.524999976158142,2,4,34,3
"1894",1,0,0,0.554666697978973,2,3,23,2
"1895",1,0,1,0.566999971866608,4,3,47,3
"1896",1,0,1,0.586333334445953,2,2,15,2
"1897",0,0,1,0.510999977588654,1,3,33,1
"1898",0,0,0,0.521333336830139,2,4,39,1
"1899",1,0,1,0.571333348751068,3,2,32,4
"1900",0,0,0,0.562000036239624,1,2,5,4
"1901",0,0,1,0.510999977588654,2,1,33,1
"1902",1,0,1,0.537999987602234,2,3,19,3
"1903",1,0,1,0.608666658401489,3,4,37,3
"1904",1,0,1,0.451333343982697,2,2,11,3
"1905",0,1,0,0.554666697978973,2,2,23,2
"1906",0,0,0,0.524333357810974,2,1,18,3
"1907",1,0,1,0.569666624069214,2,4,10,3
"1908",1,0,1,0.562000036239624,1,2,5,4
"1909",1,0,0,0.562000036239624,2,4,5,4
"1910",1,1,0,0.483666658401489,1,2,49,1
"1911",1,0,1,0.554666697978973,4,1,23,2
"1912",1,0,1,0.726999998092651,4,2,45,4
"1913",0,0,1,0.552333295345306,3,2,48,4
"1914",0,0,1,0.586333334445953,1,2,15,2
"1915",0,0,0,0.598666667938232,2,2,42,2
"1916",1,0,0,0.521333336830139,3,3,39,1
"1917",1,0,0,0.493999987840652,3,3,21,1
"1918",0,0,0,0.569666624069214,3,4,10,3
"1919",1,0,0,0.569666624069214,2,2,10,3
"1920",0,1,1,0.537999987602234,2,2,19,3
"1921",0,0,1,0.564000010490417,2,4,7,1
"1922",0,0,1,0.521333336830139,2,2,39,1
"1923",1,0,0,0.510999977588654,2,3,33,1
"1924",1,0,0,0.549333333969116,3,4,36,2
"1925",0,0,1,0.608666658401489,3,3,37,3
"1926",1,0,1,0.614666640758514,2,4,17,2
"1927",1,0,0,0.614666640758514,2,4,17,2
"1928",1,0,1,0.510999977588654,2,2,33,1
"1929",1,0,0,0.608666658401489,3,4,37,3
"1930",1,0,1,0.646333336830139,3,2,3,4
"1931",1,0,1,0.569666624069214,4,1,10,3
"1932",0,0,0,0.493999987840652,1,3,21,1
"1933",0,0,1,0.524999976158142,3,2,34,3
"1934",0,1,1,0.533666670322418,2,4,14,2
"1935",0,0,1,0.586333334445953,3,1,15,2
"1936",1,0,1,0.477999985218048,2,4,22,1
"1937",1,0,0,0.677333354949951,1,3,28,2
"1938",1,0,1,0.549333333969116,2,3,36,2
"1939",0,0,1,0.493999987840652,2,4,21,1
"1940",1,0,1,0.517333328723907,4,4,1,3
"1941",1,0,1,0.521333336830139,1,3,39,1
"1942",1,0,1,0.561333358287811,1,4,44,3
"1943",0,1,1,0.524999976158142,2,2,34,3
"1944",0,0,1,0.493999987840652,3,3,21,1
"1945",1,0,0,0.61300003528595,2,3,6,4
"1946",0,1,1,0.493999987840652,2,4,21,1
"1947",1,0,1,0.614666640758514,2,2,17,2
"1948",0,0,0,0.521333336830139,2,4,39,1
"1949",0,0,1,0.533666670322418,2,2,14,2
"1950",1,0,0,0.549333333969116,3,4,36,2
"1951",1,0,1,0.549333333969116,1,2,36,2
"1952",1,0,0,0.562000036239624,3,2,5,4
"1953",1,0,1,0.533666670322418,1,2,14,2
"1954",1,0,1,0.549333333969116,1,3,36,2
"1955",1,0,1,0.562000036239624,1,3,5,4
"1956",1,0,1,0.471333354711533,2,4,24,2
"1957",1,0,0,0.540333330631256,1,4,25,3
"1958",0,0,0,0.561333358287811,1,3,44,3
"1959",0,1,1,0.533666670322418,2,3,14,2
"1960",0,0,1,0.533666670322418,2,3,14,2
"1961",1,0,1,0.646333336830139,3,2,3,4
"1962",1,0,1,0.586333334445953,3,2,15,2
"1963",1,0,1,0.562000036239624,2,2,5,4
"1964",1,0,1,0.517333328723907,3,2,1,3
"1965",1,1,0,0.517333328723907,1,2,1,3
"1966",1,0,1,0.561333358287811,2,4,44,3
"1967",1,0,0,0.540333330631256,2,2,25,3
"1968",1,0,1,0.522666692733765,2,4,16,2
"1969",0,0,1,0.533666670322418,1,4,14,2
"1970",0,0,1,0.596000015735626,3,3,27,4
"1971",1,0,1,0.540333330631256,2,4,25,3
"1972",1,0,0,0.552333295345306,3,3,48,4
"1973",1,0,0,0.521000027656555,1,1,50,2
"1974",1,0,1,0.488333344459534,3,2,4,3
"1975",1,0,1,0.533666670322418,1,1,14,2
"1976",0,0,1,0.529333353042603,2,4,26,2
"1977",0,0,1,0.537999987602234,2,2,19,3
"1978",0,0,0,0.529333353042603,4,1,26,2
"1979",1,0,0,0.517333328723907,1,2,1,3
"1980",1,0,0,0.540333330631256,2,4,25,3
"1981",1,0,0,0.506333351135254,2,1,43,3
"1982",0,0,1,0.561333358287811,3,2,44,3
"1983",0,0,0,0.521000027656555,3,3,50,2
"1984",0,0,1,0.646333336830139,3,2,3,4
"1985",1,0,1,0.471333354711533,2,4,24,2
"1986",1,0,0,0.561333358287811,3,4,44,3
"1987",1,0,0,0.517333328723907,2,2,1,3
"1988",1,0,1,0.533666670322418,3,3,14,2
"1989",1,0,1,0.562000036239624,3,2,5,4
"1990",1,0,1,0.562000036239624,1,2,5,4
"1991",1,0,0,0.726999998092651,4,3,45,4
"1992",1,0,0,0.667666673660278,2,3,51,4
"1993",1,0,1,0.562000036239624,3,3,5,4
"1994",1,0,1,0.726999998092651,2,2,45,4
"1995",1,0,0,0.552333295345306,2,3,48,4
"1996",1,0,0,0.562000036239624,2,4,5,4
"1997",1,0,0,0.646333336830139,4,4,3,4
"1998",0,0,1,0.596000015735626,2,2,27,4
"1999",0,0,1,0.562000036239624,3,2,5,4
"2000",0,0,1,0.539333343505859,2,4,38,4
"2001",1,0,1,0.562000036239624,3,4,5,4
"2002",0,0,0,0.562000036239624,3,1,5,4
"2003",1,0,0,0.562000036239624,4,2,5,4
"2004",1,0,1,0.562000036239624,2,3,5,4
"2005",1,0,1,0.562000036239624,4,4,5,4
"2006",0,0,1,0.562000036239624,1,4,5,4
"2007",0,0,1,0.571333348751068,3,2,32,4
"2008",0,0,0,0.562000036239624,1,4,5,4
"2009",1,0,1,0.61300003528595,1,3,6,4
"2010",1,0,0,0.631666660308838,1,4,29,4
"2011",0,0,1,0.562000036239624,2,3,5,4
"2012",1,0,1,0.646333336830139,3,2,3,4
"2013",1,0,1,0.562000036239624,1,3,5,4
"2014",0,0,0,0.562000036239624,2,2,5,4
"2015",0,1,1,0.562000036239624,3,3,5,4
